40,50,60,70,80,90,100,110,120,130
0.951,1.222,1.448,1.646,1.825,1.980,2.128,2.280,2.397,2.536
0.945,1.220,1.444,1.637,1.826,1.984,2.126,2.282,2.403,2.541
0.951,1.228,1.443,1.645,1.821,1.987,2.135,2.277,2.410,2.544
0.948,1.231,1.437,1.649,1.819,1.986,2.131,2.276,2.413,2.537
0.959,1.233,1.437,1.658,1.826,1.984,2.125,2.283,2.415,2.543
